V1	V2	V3	V4	V5	V6
57468	1	SLC12A5	20q13.12	solute carrier family 12 (potassium-chloride transporter), member 5	210040_at
57512	1	GPR158	10p12.1	G protein-coupled receptor 158	232195_at
57863	4	CADM3	1q21.2-q22	cell adhesion molecule 3	 211677_x_at,213948_x_at,216535_at,221921_s_at
57864	1	SLC46A2	9q32	solute carrier family 46, member 2	223816_at
58472	1	SQRDL	15q15	sulfide quinone reductase-like (yeast)	217995_at
79567	3	FAM65A	16q22.1	family with sequence similarity 65, member A	 218029_at,230806_s_at,45749_at
79625	1	C4orf31	4q27	chromosome 4 open reading frame 31	219747_at
80139	1	ZNF703	8p12	zinc finger protein 703	222760_at
81606	1	LBH	2p23.1	limb bud and heart development homolog (mouse)	221011_s_at
83259	4	PCDH11Y	Yp11.2	protocadherin 11 Y-linked	 1557880_at,210292_s_at,211227_s_at,217049_x_at
84187	3	TMEM164	Xq22.3	transmembrane protein 164	 220486_x_at,223201_s_at,223202_s_at
84224	5	NBPF3	1p36.12	neuroblastoma breakpoint family, member 3	 1558825_s_at,1562062_at,1562063_x_at,223638_at,230712_at
84230	4	LRRC8C	1p22.2	leucine rich repeat containing 8 family, member C	 1558517_s_at,1570007_at,223533_at,228314_at
84532	4	ACSS1	20p11.23-p11.21	acyl-CoA synthetase short-chain family member 1	 224882_at,234483_at,234484_s_at,234801_s_at
84631	1	SLITRK2	Xq27.3	SLIT and NTRK-like family, member 2	233051_at
84969	1	TOX2	20q13.12	TOX high mobility group box family member 2	228737_at
85012	1	TCEAL3	Xq22.2	transcription elongation factor A (SII)-like 3	227279_at
85407	1	NKD1	16q12	naked cuticle homolog 1 (Drosophila)	1553115_at
91179	3	SCARF2	22q11.21	scavenger receptor class F, member 2	 227557_at,239454_at,241691_at
94121	3	SYTL4	Xq21.33	synaptotagmin-like 4	 1563513_at,227703_s_at,229991_s_at
116135	1	LRRC3B	3p24	leucine rich repeat containing 3B	229085_at
122773	3	KLHDC1	14q22.1	kelch domain containing 1	 1552733_at,1564272_a_at,1564273_at
132671	2	SPATA18	4q12	spermatogenesis associated 18 homolog (rat)	 229331_at,230723_at
136259	2	KLF14	7q32.2	Kruppel-like factor 14	 1552813_at,1552814_a_at
137994	2	LETM2	8p12	leucine zipper-EF-hand containing transmembrane protein 2	 1552546_a_at,1557415_s_at
139411	2	PTCHD1	Xp22.11	patched domain containing 1	 1552848_a_at,240041_at
140597	1	TCEAL2	Xq22.1-q22.3	transcription elongation factor A (SII)-like 2	211276_at
140628	2	GATA5	20q13.33	GATA binding protein 5	 238095_at,238197_at
145501	1	ISM2	14q24.3	isthmin 2 homolog (zebrafish)	228212_at
146664	2	MGAT5B	17q25.2	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	 1563137_at,238445_x_at
158158	3	RASEF	9q21.32	RAS and EF-hand domain containing	 1553185_at,1553186_x_at,1553986_at
164284	1	APCDD1L	20q13.32	adenomatosis polyposis coli down-regulated 1-like	235548_at
170261	1	ZCCHC12	Xq24	zinc finger, CCHC domain containing 12	228715_at
195814	1	SDR16C5	8q12.1	short chain dehydrogenase/reductase family 16C, member 5	238017_at
196792	1	FAM24B	10q26.13	family with sequence similarity 24, member B	231146_at
196968	1	C15orf51	15q26.3	chromosome 15 open reading frame 51	231318_at
199720	2	GGN	19q13.2	gametogenetin	 231420_at,244305_at
201895	2	C4orf34	4p14	chromosome 4 open reading frame 34	 222336_at,224990_at
203100	1	HTRA4	8p11.23	HtrA serine peptidase 4	1553706_at
203447	2	NRK	Xq22.3	Nik related kinase	 227971_at,232771_at
255738	1	PCSK9	1p32.3	proprotein convertase subtilisin/kexin type 9	227759_at
260293	1	CYP4X1	1p33	cytochrome P450, family 4, subfamily X, polypeptide 1	227702_at
283514	1	SIAH3	13q14.12	seven in absentia homolog 3 (Drosophila)	1560676_at
286527	3	TMSB15B	Xq22.2	thymosin beta 15B	 1570039_at,205347_s_at,214051_at
326340	2	ZAR1	4p11	zygote arrest 1	 1555774_at,1555775_a_at
340533	3	KIAA2022	Xq13.3	KIAA2022	 234333_at,244076_at,244370_at
375035	1	SFT2D2	1q24.2	SFT2 domain containing 2	214838_at
388677	2	NOTCH2NL	1q21.2	Notch homolog 2 (Drosophila) N-terminal like	 214722_at,227067_x_at
400464	1	LOC400464	15q26.3	-	243957_at
5782	3	PTPN12	7q11.23	protein tyrosine phosphatase, non-receptor type 12	 202006_at,216884_at,216915_s_at
3636	1	INPPL1	11q23	inositol polyphosphate phosphatase-like 1	201598_s_at
54822	5	TRPM7	15q21	transient receptor potential cation channel, subfamily M, member 7	 1565887_at,223323_x_at,223324_s_at,231689_at,237884_x_at
7430	5	EZR	6q25.2-q26	ezrin	 208621_s_at,208622_s_at,208623_s_at,217230_at,217234_s_at
1399	2	CRKL	22q11|22q11.21	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	 206184_at,212180_at
5329	3	PLAUR	19q13	plasminogen activator, urokinase receptor	 210845_s_at,211924_s_at,214866_at
6386	1	SDCBP	8q12	syndecan binding protein (syntenin)	200958_s_at
1465	1	CSRP1	1q32	cysteine and glycine-rich protein 1	200621_at
8853	1	ASAP2	2p25|2p24	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	206414_s_at
823	2	CAPN1	11q13	calpain 1, (mu/I) large subunit	 200752_s_at,232012_at
132160	1	PPM1M	3p21.1	protein phosphatase 1M (PP2C domain containing)	226074_at
7791	2	ZYX	7q32	zyxin	 200808_s_at,215706_x_at
23336	2	SYNM	15q26.3	synemin, intermediate filament protein	 212730_at,214304_x_at
80895	1	ILKAP	2q37.3	integrin-linked kinase-associated serine/threonine phosphatase 2C	221548_s_at
4035	4	LRP1	12q13-q14	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	 1555353_at,1569042_at,200784_s_at,200785_s_at
2534	4	FYN	6q21	FYN oncogene related to SRC, FGR, YES	 1559101_at,210105_s_at,212486_s_at,216033_s_at
5794	1	PTPRH	19q13.4	protein tyrosine phosphatase, receptor type, H	208300_at
6654	5	SOS1	2p22-p21	son of sevenless homolog 1 (Drosophila)	 1557354_at,212777_at,212780_at,227426_at,230337_at
140885	4	SIRPA	20p13	signal-regulatory protein alpha	 202895_s_at,202896_s_at,202897_at,217024_x_at
23022	4	PALLD	4q32.3	palladin, cytoskeletal associated protein	 1557535_at,200897_s_at,200906_s_at,200907_s_at
7094	3	TLN1	9p13	talin 1	 203254_s_at,232763_at,236132_at
9844	1	ELMO1	7p14.2	engulfment and cell motility 1	204513_s_at
2316	3	FLNA	Xq28	filamin A, alpha (actin binding protein 280)	 200859_x_at,213746_s_at,214752_x_at
10979	3	FERMT2	14q22.2	fermitin family homolog 2 (Drosophila)	 209209_s_at,209210_s_at,214212_x_at
3678	1	ITGA5	12q11-q13	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	201389_at
10103	1	TSPAN1	1p34.1	tetraspanin 1	209114_at
7145	6	TNS1	2q35-q36	tensin 1	 218863_s_at,218864_at,221246_x_at,221747_at,221748_s_at,232750_at
7070	3	THY1	11q22.3-q23	Thy-1 cell surface antigen	 208850_s_at,208851_s_at,213869_x_at
2017	5	CTTN	11q13	cortactin	 1567277_at,201059_at,214073_at,214074_s_at,214782_at
5337	7	PLD1	3q26	phospholipase D1, phosphatidylcholine-specific	 1557126_a_at,177_at,205203_at,215723_s_at,215724_at,226636_at,232530_at
55742	5	PARVA	11p15.3	parvin, alpha	 1563458_at,215418_at,217890_s_at,222454_s_at,222455_s_at
5786	5	PTPRA	20p13	protein tyrosine phosphatase, receptor type, A	 213795_s_at,213799_s_at,233776_at,239419_at,240618_at
7414	2	VCL	10q22.2	vinculin	 200930_s_at,200931_s_at
9404	2	LPXN	11q12.1	leupaxin	 216250_s_at,242778_at
5800	3	PTPRO	12p13.3-p13.2|12p13-p12	protein tyrosine phosphatase, receptor type, O	 1554199_at,208121_s_at,211600_at
7205	2	TRIP6	7q22	thyroid hormone receptor interactor 6	 209129_at,214262_at
3984	3	LIMK1	7q11.23	LIM domain kinase 1	 204356_at,204357_s_at,208372_s_at
23092	4	ARHGAP26	5q31	Rho GTPase activating protein 26	 205068_s_at,205069_s_at,215955_x_at,226576_at
83478	4	ARHGAP24	4q21.23-q21.3	Rho GTPase activating protein 24	 221030_s_at,223422_s_at,230802_at,230803_s_at
23162	6	MAPK8IP3	16p13.3	mitogen-activated protein kinase 8 interacting protein 3	 213177_at,213178_s_at,216137_s_at,216139_s_at,230162_s_at,232085_at
2022	2	ENG	9q33-q34.1	endoglin	 201808_s_at,201809_s_at
3757	2	KCNH2	7q35-q36	potassium voltage-gated channel, subfamily H (eag-related), member 2	 205262_at,210036_s_at
5566	2	PRKACA	19p13.1	protein kinase, cAMP-dependent, catalytic, alpha	 202801_at,216234_s_at
10109	3	ARPC2	2q36.1	actin related protein 2/3 complex, subunit 2, 34kDa	 207988_s_at,208679_s_at,213513_x_at
26578	2	OSTF1	9q13-q21.2	osteoclast stimulating factor 1	 1559201_a_at,204479_at
26136	3	TES	7q31.2	testis derived transcript (3 LIM domains)	 202719_s_at,202720_at,244870_at
23676	1	SMPX	Xp22.1	small muscle protein, X-linked	219772_s_at
5829	2	PXN	12q24.31	paxillin	 201087_at,211823_s_at
29780	5	PARVB	22q13.2-q13.33	parvin, beta	 204629_at,216253_s_at,216254_at,37965_at,37966_at
9743	2	RICS	11q24-q25	-	 203431_s_at,210791_s_at
84309	1	NUDT16L1	16p13.3	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	224477_s_at
4739	3	NEDD9	6p25-p24	neural precursor cell expressed, developmentally down-regulated 9	 1569020_at,202149_at,202150_s_at
3315	1	HSPB1	7q11.23	heat shock 27kDa protein 1	201841_s_at
91624	2	NEXN	1p31.1	nexilin (F actin binding protein)	 1552309_a_at,226103_at
6464	3	SHC1	1q21	SHC (Src homology 2 domain containing) transforming protein 1	 201469_s_at,214853_s_at,217048_at
4771	8	NF2	22q12.2	neurofibromin 2 (merlin)	 204991_s_at,210767_at,211017_s_at,211091_s_at,211092_s_at,217150_s_at,218915_at,238618_at
8440	1	NCK2	2q12	NCK adaptor protein 2	203315_at
2274	1	FHL2	2q12-q14	four and a half LIM domains 2	202949_s_at
394	5	ARHGAP5	14q12	Rho GTPase activating protein 5	 1552627_a_at,217936_at,233849_s_at,233872_x_at,235635_at
54751	4	FBLIM1	1p36.21	filamin binding LIM protein 1	 1554795_a_at,1555480_a_at,1555483_x_at,225258_at
10174	2	SORBS3	8p21.3	sorbin and SH3 domain containing 3	 207788_s_at,209253_at
8412	1	BCAR3	1p22.1	breast cancer anti-estrogen resistance 3	204032_at
50807	5	ASAP1	8q24.1-q24.2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	 221039_s_at,224790_at,224791_at,224796_at,236533_at
8470	7	SORBS2	4q35.1	sorbin and SH3 domain containing 2	 1555472_at,1558815_at,204288_s_at,220858_at,225728_at,233720_at,237285_at
4026	5	LPP	3q28	LIM domain containing preferred translocation partner in lipoma	 1558469_at,202821_s_at,202822_at,230996_at,243874_at
4082	5	MARCKS	6q22.2	myristoylated alanine-rich protein kinase C substrate	 201668_x_at,201669_s_at,201670_s_at,213002_at,225897_at
9459	1	ARHGEF6	Xq26.3	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	209539_at
6548	2	SLC9A1	1p36.1-p35	solute carrier family 9 (sodium/hydrogen exchanger), member 1	 1554728_at,209453_at
2889	3	RAPGEF1	9q34.3	Rap guanine nucleotide exchange factor (GEF) 1	 204543_at,225738_at,226389_s_at
7016	1	TESK1	9p13	testis-specific kinase 1	204106_at
7204	9	TRIO	5p15.2	triple functional domain (PTPRF interacting)	 208178_x_at,209010_s_at,209011_at,209012_at,209013_x_at,216697_at,216700_at,231403_at,244527_at
7041	1	TGFB1I1	16p11.2	transforming growth factor beta 1 induced transcript 1	209651_at
2886	1	GRB7	17q12	growth factor receptor-bound protein 7	210761_s_at
5310	3	PKD1	16p13.3	polycystic kidney disease 1 (autosomal dominant)	 202327_s_at,202328_s_at,216949_s_at
125950	1	RAVER1	19p13.2	ribonucleoprotein, PTB-binding 1	223425_at
10399	2	GNB2L1	5q35.3	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	 200651_at,222034_at
30011	4	SH3KBP1	Xp22.1-p21.3	SH3-domain kinase binding protein 1	 1553588_at,1554168_a_at,223082_at,235692_at
8500	4	PPFIA1	11q13.3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	 202065_s_at,202066_at,210235_s_at,210236_at
5335	2	PLCG1	20q12-q13.1	phospholipase C, gamma 1	 202789_at,216551_x_at
5879	4	RAC1	7p22	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	 1567457_at,1567458_s_at,208640_at,208641_s_at
28964	1	GIT1	17p11.2	G protein-coupled receptor kinase interacting ArfGAP 1	218030_at
2130	5	EWSR1	22q12.2	Ewing sarcoma breakpoint region 1	 209214_s_at,210011_s_at,210012_s_at,211825_s_at,229966_at
3065	1	HDAC1	1p34	histone deacetylase 1	201209_at
55791	1	C1orf103	1p13.3	chromosome 1 open reading frame 103	220235_s_at
9094	1	UNC119	17q11.2	unc-119 homolog (C. elegans)	203271_s_at
6667	4	SP1	12q13.1	Sp1 transcription factor	 1553685_s_at,214732_at,224754_at,224760_at
5359	3	PLSCR1	3q23	phospholipid scramblase 1	 202430_s_at,202446_s_at,244315_at
10980	2	COPS6	7q22.1	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	 201405_s_at,213504_at
5424	1	POLD1	19q13.3	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	203422_at
3837	4	KPNB1	17q21.32	karyopherin (importin) beta 1	 208974_x_at,208975_s_at,213507_s_at,217027_x_at
2661	1	GDF9	5q31.1	growth differentiation factor 9	221314_at
6118	1	RPA2	1p35	replication protein A2, 32kDa	201756_at
7278	2	TUBA3C	13q11	tubulin, alpha 3c	 210527_x_at,216323_x_at
1488	6	CTBP2	10q26.13	C-terminal binding protein 2	 201218_at,201219_at,201220_x_at,210554_s_at,210835_s_at,215377_at
5063	1	PAK3	Xq22.3	p21 protein (Cdc42/Rac)-activated kinase 3	214607_at
6628	2	SNRPB	20p13	small nuclear ribonucleoprotein polypeptides B and B1	 208821_at,213175_s_at
6606	1	SMN1	5q13	survival of motor neuron 1, telomeric	203852_s_at
3146	6	HMGB1	13q12	high-mobility group box 1	 200679_x_at,200680_x_at,214938_x_at,216508_x_at,224731_at,224734_at
5717	2	PSMD11	17q11.2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	 208776_at,208777_s_at
10285	1	SMNDC1	10q23	survival motor neuron domain containing 1	200071_at
10492	7	SYNCRIP	6q14-q15	synaptotagmin binding, cytoplasmic RNA interacting protein	 1555427_s_at,209024_s_at,209025_s_at,217832_at,217833_at,217834_s_at,236146_at
7520	3	XRCC5	2q35	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)	 208642_s_at,208643_s_at,232633_at
2091	1	FBL	19q13.1	fibrillarin	211623_s_at
5888	2	RAD51	15q15.1	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	 205023_at,205024_s_at
6599	4	SMARCC1	3p23-p21	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	 201072_s_at,201073_s_at,201074_at,201075_s_at
995	3	CDC25C	5q31	cell division cycle 25 homolog C (S. pombe)	 205167_s_at,216914_at,217010_s_at
9063	6	PIAS2	18q21.1	protein inhibitor of activated STAT, 2	 1555513_at,1555514_a_at,214442_s_at,214593_at,243624_at,37433_at
654364	1	NME1-NME2	17q21.3	NME1-NME2 readthrough transcript	201268_at
5687	1	PSMA6	14q13	proteasome (prosome, macropain) subunit, alpha type, 6	208805_at
4331	1	MNAT1	14q23	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	203565_s_at
7486	1	WRN	8p12-p11.2	Werner syndrome, RecQ helicase-like	205667_at
578	1	BAK1	6p21.3	BCL2-antagonist/killer 1	203728_at
6119	1	RPA3	7p22	replication protein A3, 14kDa	209507_at
55093	1	WDYHV1	8q24.13	WDYHV motif containing 1	219060_at
7083	2	TK1	17q23.2-q25.3	thymidine kinase 1, soluble	 1554408_a_at,202338_at
1647	1	GADD45A	1p31.2-p31.1	growth arrest and DNA-damage-inducible, alpha	203725_at
11340	1	EXOSC8	13q13.1	exosome component 8	215136_s_at
641	1	BLM	15q26.1	Bloom syndrome, RecQ helicase-like	205733_at
348	3	APOE	19q13.2	apolipoprotein E	 203381_s_at,203382_s_at,212884_x_at
6428	6	SFRS3	6p21	splicing factor, arginine/serine-rich 3	 202899_s_at,208672_s_at,208673_s_at,232392_at,235324_at,237485_at
471	1	ATIC	2q35	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	208758_at
151871	1	DPPA2	3q13.13	developmental pluripotency associated 2	240301_at
51690	1	LSM7	19p13.3	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	204559_s_at
6636	1	SNRPF	12q22	small nuclear ribonucleoprotein polypeptide F	203832_at
8464	1	SUPT3H	6p21.1-p21.3	suppressor of Ty 3 homolog (S. cerevisiae)	206506_s_at
5985	2	RFC5	12q24.23	replication factor C (activator 1) 5, 36.5kDa	 203209_at,203210_s_at
112939	2	NACC1	19p13.13	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	 227651_at,235047_x_at
3251	2	HPRT1	Xq26.1	hypoxanthine phosphoribosyltransferase 1	 1565446_at,202854_at
10963	2	STIP1	11q13	stress-induced-phosphoprotein 1	 212009_s_at,213330_s_at
1022	1	CDK7	5q12.1	cyclin-dependent kinase 7	211297_s_at
55339	6	WDR33	2q14.3	WD repeat domain 33	 218851_s_at,222763_s_at,223146_at,223147_s_at,229141_at,243832_at
51567	1	TTRAP	6p22.3-p22.1	TRAF and TNF receptor associated protein	202266_at
25898	4	RCHY1	4q21.1	ring finger and CHY zinc finger domain containing 1	 212743_at,212749_s_at,214281_s_at,235300_x_at
11157	1	LSM6	4q31.22	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	205036_at
7050	3	TGIF1	18p11.3	TGFB-induced factor homeobox 1	 1566901_at,203313_s_at,244858_at
839	2	CASP6	4q25	caspase 6, apoptosis-related cysteine peptidase	 209790_s_at,211464_x_at
6632	2	SNRPD1	18q11.2	small nuclear ribonucleoprotein D1 polypeptide 16kDa	 202690_s_at,202691_at
11243	1	PMF1	1q12	polyamine-modulated factor 1	202337_at
8932	4	MBD2	18q21	methyl-CpG binding domain protein 2	 202484_s_at,202485_s_at,214396_s_at,214397_at
56647	3	BCCIP	10q26.1	BRCA2 and CDKN1A interacting protein	 218264_at,227322_s_at,227896_at
4495	2	MT1G	16q13	metallothionein 1G	 204745_x_at,210472_at
7718	1	ZNF165	6p21.3	zinc finger protein 165	206683_at
6809	2	STX3	11q12.1	syntaxin 3	 209238_at,216985_s_at
51010	6	EXOSC3	9p11	exosome component 3	 223489_x_at,223490_s_at,227912_s_at,227913_at,227916_x_at,233495_at
6814	2	STXBP3	1p13.3	syntaxin binding protein 3	 1560486_at,203310_at
2073	1	ERCC5	13q33	excision repair cross-complementing rodent repair deficiency, complementation group 5	202414_at
7137	1	TNNI3	19q13.4	troponin I type 3 (cardiac)	205742_at
55178	1	RNMTL1	17p13.3	RNA methyltransferase like 1	218993_at
1911	2	PHC1	12p13	polyhomeotic homolog 1 (Drosophila)	 218338_at,225958_at
10808	2	HSPH1	13q12.3	heat shock 105kDa/110kDa protein 1	 206976_s_at,208744_x_at
8673	1	VAMP8	2p12-p11.2	vesicle-associated membrane protein 8 (endobrevin)	202546_at
10248	1	POP7	7q22	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	209482_at
8926	2	SNURF	15q12	SNRPN upstream reading frame	 201522_x_at,206042_x_at
60528	2	ELAC2	17p11.2	elaC homolog 2 (E. coli)	 201766_at,201767_s_at
27043	1	PELP1	17p13.2	proline, glutamate and leucine rich protein 1	215354_s_at
1729	4	DIAPH1	5q31	diaphanous homolog 1 (Drosophila)	 1560080_at,209190_s_at,213514_s_at,215541_s_at
114034	1	TOE1	-	target of EGR1, member 1 (nuclear)	204080_at
23016	2	EXOSC7	3p21.31	exosome component 7	 212627_s_at,213648_at
4145	1	MATK	19p13.3	megakaryocyte-associated tyrosine kinase	206267_s_at
10940	1	POP1	8q22.1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	213449_at
5982	2	RFC2	7q11.23	replication factor C (activator 1) 2, 40kDa	 1053_at,203696_s_at
9721	2	GPRIN2	10q11.22	G protein regulated inducer of neurite outgrowth 2	 1554541_a_at,206747_at
64682	2	ANAPC1	2q12.1	anaphase promoting complex subunit 1	 218575_at,231973_s_at
79760	3	GEMIN7	19q13.32	gem (nuclear organelle) associated protein 7	 1555751_a_at,219085_s_at,222821_s_at
51367	1	POP5	12q24.31	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	204839_at
83481	3	EPPK1	8q24.3	epiplakin 1	 208156_x_at,232164_s_at,232165_at
79833	1	GEMIN6	2p22.1	gem (nuclear organelle) associated protein 6	219539_at
705	1	BYSL	6p21.1	bystin-like	203612_at
10293	1	TRAIP	3p21.31	TRAF interacting protein	205598_at
115106	1	HAUS1	18q21.1	HAUS augmin-like complex, subunit 1	225297_at
2806	1	GOT2	16q21	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	200708_at
2287	2	FKBP3	14q21.3	FK506 binding protein 3, 25kDa	 218003_s_at,222485_at
55274	2	PHF10	6q27	PHD finger protein 10	 219126_at,225048_at
9133	4	CCNB2	15q22.2	cyclin B2	 1560161_at,202705_at,232764_at,232768_at
306	1	ANXA3	4q13-q22	annexin A3	209369_at
10799	1	RPP40	6p25.1	ribonuclease P/MRP 40kDa subunit	213427_at
27289	1	RND1	12q12-q13	Rho family GTPase 1	210056_at
6183	4	MRPS12	19q13.1-q13.2	mitochondrial ribosomal protein S12	 204330_s_at,204331_s_at,210008_s_at,213840_s_at
10762	5	NUP50	22q13.31	nucleoporin 50kDa	 213682_at,218293_x_at,218294_s_at,218295_s_at,222583_s_at
51602	1	NOP58	2q33.1	NOP58 ribonucleoprotein homolog (yeast)	223096_at
1163	1	CKS1B	1q21.2	CDC28 protein kinase regulatory subunit 1B	201897_s_at
79077	1	DCTPP1	16p11.2	dCTP pyrophosphatase 1	218069_at
51747	3	CROP	17q21.33	-	 203804_s_at,208835_s_at,220044_x_at
8833	1	GMPS	3q24	guanine monphosphate synthetase	214431_at
4437	3	MSH3	5q11-q12	mutS homolog 3 (E. coli)	 205887_x_at,210947_s_at,229662_at
11232	1	POLG2	17q	polymerase (DNA directed), gamma 2, accessory subunit	205811_at
978	1	CDA	1p36.2-p35	cytidine deaminase	205627_at
64777	2	RMND5B	5q35.3	required for meiotic nuclear division 5 homolog B (S. cerevisiae)	 213297_at,218262_at
26528	3	DAZAP1	19p13.3	DAZ associated protein 1	 218443_s_at,226620_x_at,229813_x_at
10620	1	ARID3B	15q24	AT rich interactive domain 3B (BRIGHT-like)	218964_at
4879	1	NPPB	1p36.2	natriuretic peptide precursor B	206801_at
6949	3	TCOF1	5q32-q33.1	Treacher Collins-Franceschetti syndrome 1	 202384_s_at,202385_s_at,244686_at
55342	5	STRBP	9q33.3	spermatid perinuclear RNA binding protein	 223245_at,223246_s_at,229513_at,233251_at,233252_s_at
1062	1	CENPE	4q24-q25	centromere protein E, 312kDa	205046_at
56342	1	PPAN	19p13	peter pan homolog (Drosophila)	221649_s_at
8612	1	PPAP2C	19p13	phosphatidic acid phosphatase type 2C	209529_at
9468	3	PCYT1B	Xp22.11	phosphate cytidylyltransferase 1, choline, beta	 206751_s_at,210456_at,232553_at
6631	1	SNRPC	6p21.31	small nuclear ribonucleoprotein polypeptide C	201342_at
1718	1	DHCR24	1p33-p31.1	24-dehydrocholesterol reductase	200862_at
1663	5	DDX11	12p11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	 208149_x_at,208159_x_at,210206_s_at,213378_s_at,232816_s_at
9087	1	TMSB4Y	Yq11.221	thymosin beta 4, Y-linked	206769_at
10721	2	POLQ	3q13.33	polymerase (DNA directed), theta	 207746_at,219510_at
10471	4	PFDN6	6p21.3	prefoldin subunit 6	 222019_at,222029_x_at,233588_x_at,242048_at
54475	2	NLE1	17q12	notchless homolog 1 (Drosophila)	 203866_at,203867_s_at
10124	1	ARL4A	7p21-p15.3	ADP-ribosylation factor-like 4A	205020_s_at
54433	1	GAR1	4q25	GAR1 ribonucleoprotein homolog (yeast)	219110_at
84908	1	FAM136A	2p14	family with sequence similarity 136, member A	215947_s_at
53	1	ACP2	11p11.2-p11.11|11p12-p11	acid phosphatase 2, lysosomal	202767_at
54	1	ACP5	19p13.3-p13.2	acid phosphatase 5, tartrate resistant	204638_at
90	1	ACVR1	2q23-q24	activin A receptor, type I	203935_at
6868	4	ADAM17	2p25	ADAM metallopeptidase domain 17	 205745_x_at,205746_s_at,213532_at,237897_at
57143	1	ADCK1	14q24.3	aarF domain containing kinase 1	227482_at
79934	2	ADCK4	19q13.2	aarF domain containing kinase 4	 220434_at,227324_at
55437	1	STRADB	2q33.1	STE20-related kinase adaptor beta	223266_at
9826	2	ARHGEF11	1q21	Rho guanine nucleotide exchange factor (GEF) 11	 202913_at,202914_s_at
10095	1	ARPC1B	7q22.1	actin related protein 2/3 complex, subunit 1B, 41kDa	201954_at
283635	1	FAM177A1	14q13.2	family with sequence similarity 177, member A1	227029_at
221264	2	AKD2	6q21	adenylate kinase domain containing 2	 1552299_at,1564002_a_at
158067	2	C9orf98	9q34.13	chromosome 9 open reading frame 98	 1557666_s_at,230976_at
84254	2	CAMKK1	17p13.2	calcium/calmodulin-dependent protein kinase kinase 1, alpha	 1552768_at,223460_at
10645	4	CAMKK2	12q24.2	calcium/calmodulin-dependent protein kinase kinase 2, beta	 207359_at,210787_s_at,212252_at,213812_s_at
168448	1	CDC14C	7p12.3	CDC14 cell division cycle 14 homolog C (S. cerevisiae)	1553320_s_at
984	4	CDC2L1	1p36.33	cell division cycle 2-like 1 (PITSLRE proteins)	 207428_x_at,210474_s_at,211289_x_at,215329_s_at
8621	6	CDC2L5	7p13	cell division cycle 2-like 5 (cholinesterase-related cell division controller)	 207318_s_at,207319_s_at,210965_x_at,213987_s_at,214287_s_at,232266_x_at
51550	1	CINP	14q32.31	-	218267_at
11113	1	CIT	12q24	citron (rho-interacting, serine/threonine kinase 21)	212801_at
1455	2	CSNK1G2	19p13.3	casein kinase 1, gamma 2	 202573_at,202574_s_at
1459	2	CSNK2A2	16q21	casein kinase 2, alpha prime polypeptide	 203575_at,224922_at
1495	6	CTNNA1	5q31	catenin (cadherin-associated protein), alpha 1, 102kDa	 1558214_s_at,200764_s_at,200765_x_at,210844_x_at,215883_at,217366_at
1500	4	CTNND1	11q11	catenin (cadherin-associated protein), delta 1	 1557944_s_at,208407_s_at,208862_s_at,211240_x_at
2920	3	CXCL2	4q21	chemokine (C-X-C motif) ligand 2	 1569203_at,209774_x_at,230101_at
1612	2	DAPK1	9q34.1	death-associated protein kinase 1	 203139_at,211214_s_at
8525	2	DGKZ	11p11.2	diacylglycerol kinase, zeta 104kDa	 207556_s_at,239342_at
1760	3	DMPK	19q13.3	dystrophia myotonica-protein kinase	 217062_at,217066_s_at,37996_s_at
9829	2	DNAJC6	1pter-q31.3	DnaJ (Hsp40) homolog, subfamily C, member 6	 204720_s_at,204721_s_at
