id.a	id.b	pmid	txt	db
7082	9075	10601346	Reconstituted Complex	BioGRID
7082	9075	10601346	-	HPRD
7082	9076	10601346	Reconstituted Complex	BioGRID
7082	9076	10601346	-	HPRD
7082	50848	10856295,12953056	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7082	57530	11042084	Reconstituted Complex	BioGRID
7082	57530	10613913,12023291|11042084	-	HPRD
7082	57530	10613913	Cingulin interacts with ZO-1.	BIND
7082	10052	12064590	in vitro	BioGRID
7082	10052	12064590	-	HPRD
7082	125111	12154091	Affinity Capture-Western; Reconstituted Complex	BioGRID
7082	55243	12578837,12865409	Affinity Capture-Western; Reconstituted Complex	BioGRID
7082	55243	12578837,12865409	-	HPRD
7082	51762	12639940	Affinity Capture-Western	BioGRID
7082	58494	12953056	Reconstituted Complex	BioGRID
7082	58494	12953056	-	HPRD
7082	83700	12953056	Reconstituted Complex	BioGRID
7082	83700	12953056	-	HPRD
7083	10589	16169070	Two-hybrid	BioGRID
7083	10980	16169070	Two-hybrid	BioGRID
7083	11161	16169070	Two-hybrid	BioGRID
7083	55791	16169070	Two-hybrid	BioGRID
7083	60492	16169070	Two-hybrid	BioGRID
7083	7088	16169070	Two-hybrid	BioGRID
7083	7157	16169070	Two-hybrid	BioGRID
7083	7280	16169070	Two-hybrid	BioGRID
7083	84060	16169070	Two-hybrid	BioGRID
7083	9094	16169070	Two-hybrid	BioGRID
7083	9869	16169070	Two-hybrid	BioGRID
7086	7086	9357955	Reconstituted Complex	BioGRID
7086	7086	9357955	-	HPRD
7088	51176	9751710	Reconstituted Complex	BioGRID
7088	51176	9751710	-	HPRD
7088	51176	9751710	LEF-1 interacts with TLE1. This interaction was modeled on a demonstrated interaction between LEF-1 from an unspecified species and human TLE1.	BIND
7088	7404	9854018	Reconstituted Complex; Two-hybrid	BioGRID
7088	7404	9854018	-	HPRD
7088	7403	9854018	Two-hybrid	BioGRID
7088	7403	9854018	-	HPRD
7088	7089	9874198	Two-hybrid	BioGRID
7088	7089	9874198	-	HPRD
7088	55502	11551980	Affinity Capture-Western; Two-hybrid	BioGRID
7088	55502	11551980	-	HPRD
7088	10200	16169070	Two-hybrid	BioGRID
7088	10301	16169070	Two-hybrid	BioGRID
7088	11189	16169070	Two-hybrid	BioGRID
7088	53826	16169070	Two-hybrid	BioGRID
7088	54544	16169070	Two-hybrid	BioGRID
7088	55643	16169070	Two-hybrid	BioGRID
7088	55734	16169070	Two-hybrid	BioGRID
7088	56144	16169070	Two-hybrid	BioGRID
7088	8880	16169070	Two-hybrid	BioGRID
7088	8894	16169070	Two-hybrid	BioGRID
7088	9921	16169070	Two-hybrid	BioGRID
7088	10736	12441302	SIX2 interacts with TLE1. This interaction was modeled on a demonstrated interaction between mouse Six2 and human TLE1.	BIND
7088	51804	12441302	SIX4 interacts with TLE1. This interaction was modeled on a demonstrated interaction between mouse Six4 and human TLE1.	BIND
7089	7404	9854018	Two-hybrid	BioGRID
7089	7404	9854018	-	HPRD
7090	51804	12441302	SIX4 interacts with TLE3. This interaction was modeled on a demonstrated interaction between mouse Six4 and human TLE3.	BIND
7091	7091	12153506	-	HPRD
7094	26136	12571287	TES interacts with talin	BIND
7095	11231	10799540	-	HPRD
7096	7099	11932926	Affinity Capture-Western	BioGRID
7096	7099	11932926	-	HPRD
7096	7097	12077222	Affinity Capture-Western	BioGRID
7096	7097	12077222	-	HPRD
7097	7097	10395652	Affinity Capture-Western	BioGRID
7097	23643	11160242	Affinity Capture-Western	BioGRID
7097	23643	11160242	-	HPRD
7097	54472	11751856	Affinity Capture-Western; Reconstituted Complex	BioGRID
7097	54472	11751856	-	HPRD
7097	7184	11912201	-	HPRD
7097	10333	12077222	-	HPRD
7098	54476	15107846	Two-hybrid	BioGRID
7098	54476	15107846	-	HPRD
7098	353376	14519765	-	HPRD
7099	23643	10359581,11976338	Affinity Capture-Western	BioGRID
7099	23643	10359581,11976338	-	HPRD
7099	23643	10359581	MD-2 interacts with TLR4	BIND
7099	51295	10465784	Phenotypic Suppression	BioGRID
7099	114609	11526399,11544529	Affinity Capture-Western; Phenotypic Suppression; Reconstituted Complex	BioGRID
7099	114609	11526399	-	HPRD
7099	54472	11751856	Affinity Capture-Western; Reconstituted Complex	BioGRID
7099	54472	11751856	-	HPRD
7099	59307	12925853	Affinity Capture-Western	BioGRID
7099	59307	12925853	-	HPRD
7099	54476	15107846	Two-hybrid	BioGRID
7099	54476	15107846	-	HPRD
7099	7184	11912201	-	HPRD
7099	353376	14517278,14519765,14556004	-	HPRD
7100	54476	15107846	Two-hybrid	BioGRID
7100	54476	15107846	-	HPRD
7100	59307	12925853	-	HPRD
7102	11133	17353931	Affinity Capture-MS	BioGRID
7105	55791	16169070	Two-hybrid	BioGRID
7112	84823	9490046	Two-hybrid	BioGRID
7112	8815	10393804	Reconstituted Complex; Two-hybrid	BioGRID
7112	8815	10393804	-	HPRD
7112	26993	11034899,12538639	Affinity Capture-Western; Reconstituted Complex	BioGRID
7112	26993	11034899,12538639,12950172	-	HPRD
7112	64395	11591818	-	HPRD
7122	9076	12909588	Affinity Capture-Western	BioGRID
7122	7122	12909588	-	HPRD
7123	26578	17353931	Affinity Capture-MS	BioGRID
7123	54726	17353931	Affinity Capture-MS	BioGRID
7123	9967	17353931	Affinity Capture-MS	BioGRID
7124	7124	1331108	Reconstituted Complex	BioGRID
7124	7124	1331108	-	HPRD
7124	7124	8869635,9488135	Interaction between TNF (PDB ID: 1A8M_B) and TNF (PDB ID: 1A8M_A).	BIND
7124	7334	11057907	Phenotypic Suppression	BioGRID
7124	7132	12887920,14743216	Affinity Capture-MS; Affinity Capture-Western	BioGRID
7124	7132	1331108,2158863	-	HPRD
7124	7132	7852363	TNF-alpha interacts with TNFR1.	BIND
7124	10928	12887920	Affinity Capture-Western	BioGRID
7124	7186	12887920	Affinity Capture-Western	BioGRID
7124	8717	12887920	Affinity Capture-Western	BioGRID
7124	7133	14743216	Affinity Capture-MS	BioGRID
7124	7133	8590321,9552007	-	HPRD
7124	7133	7852363	TNF-alpha interacts with TNFR-2.	BIND
7124	8570	15175153	KSRP interacts with AREtnf. This interaction was modeled on a demonstrated interaction between KSRP from human and AREtnf from an unspecified species.	BIND
7128	7185	8692885,9928991	Affinity Capture-Western; Two-hybrid	BioGRID
7128	7185	8692885	-	HPRD
7128	7186	8692885	Affinity Capture-Western; Two-hybrid	BioGRID
7128	7186	8692885	-	HPRD
7128	7128	8692885	Two-hybrid	BioGRID
7128	7128	8692885	-	HPRD
7128	7531	8702721	Affinity Capture-Western	BioGRID
7128	7531	8702721	-	HPRD
7128	7529	8702721	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7128	7529	8702721	-	HPRD
7128	7533	8702721,9299557	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7128	7533	8702721,9299557	-	HPRD
7128	7534	8702721,9299557	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7128	7534	9299557	-	HPRD
7128	7189	9928991,11463333	Affinity Capture-Western	BioGRID
7128	7189	9928991	-	HPRD
7128	10318	10385526	Affinity Capture-Western; Two-hybrid	BioGRID
7128	10318	10385526,12965196	-	HPRD
7128	8887	10435631	Affinity Capture-Western; Two-hybrid	BioGRID
7128	8887	10435631	-	HPRD
7128	8517	10755617	Affinity Capture-Western; Two-hybrid	BioGRID
7128	8517	10755617	-	HPRD
7128	26994	19131965	Affinity Capture-Western	BioGRID
7128	8737	19131965	Affinity Capture-Western	BioGRID
7128	8737	15258597	A20 ubiquitinates and de-ubiquitinates RIP.	BIND
7128	7532	8702721	-	HPRD
7128	79155	10385526,11389905,11390377	-	HPRD
7128	148022	15474016	An unspecified isoform of TRIF interacts with A20. This interaction was modeled on a demonstrated interaction between TRIF from an unspecified species and A20 from an unspecified species.	BIND
7128	7763	14754897	ZNF216 interacts with A20. This interaction was modeled on a demonstrated interaction between human ZNF216 and A20 from an unspecified species.	BIND
7132	10131	7876093	Reconstituted Complex	BioGRID
7132	7132	8077196,10875917	Affinity Capture-Western; FRET; Two-hybrid	BioGRID
7132	7132	8077196|10875917	-	HPRD
7132	7132	8077196	TNFR1 interacts with itself.	BIND
7132	7185	8565075	Affinity Capture-Western	BioGRID
7132	7185	8565075	-	HPRD
7132	7186	8565075,8612133,8943045	Affinity Capture-Western	BioGRID
7132	7186	8565075	-	HPRD
7132	8772	8565075,15659383	Affinity Capture-Western; Co-purification	BioGRID
7132	8717	8565075,8612133,8943045,9082980,9915703,10187805,18939944	Affinity Capture-Western; Two-hybrid	BioGRID
7132	8717	8565075,8612133,10911999|8612133,10911999	-	HPRD
7132	8717	11226577	TNFR1 interacts with TRADD. This interaction was modeled on a demonstrated interaction between TNFR1 from an unspecified species and human TRADD.	BIND
7132	8737	8612133,8985253,11002422,18724939,18939944	Affinity Capture-Western	BioGRID
7132	8737	8612133	-	HPRD
7132	8439	8808629	Affinity Capture-Western; Two-hybrid	BioGRID
7132	8439	8808629	-	HPRD
7132	8439	12391233	TNF-R55 interacts with FAN.	BIND
7132	7341	8906799,10187798	Reconstituted Complex; Two-hybrid	BioGRID
7132	8738	8985253	Affinity Capture-Western	BioGRID
7132	8396	9038203	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7132	8396	9038203,9753329	-	HPRD
7132	8567	9115275	Reconstituted Complex	BioGRID
7132	8567	9115275	-	HPRD
7132	8996	9560245	Phenotypic Suppression	BioGRID
7132	7329	9563508	Reconstituted Complex; Two-hybrid	BioGRID
7132	7329	9563508	-	HPRD
7132	8767	9642260	Affinity Capture-Western	BioGRID
7132	8767	9642260	-	HPRD
7132	9530	9915703,11909948	Affinity Capture-Western; Reconstituted Complex	BioGRID
7132	9530	9915703	-	HPRD
7132	11064	10187805	Affinity Capture-Western	BioGRID
7132	11035	10339433	Affinity Capture-Western	BioGRID
7132	11035	10339433	-	HPRD
7132	8915	10400625	Two-hybrid	BioGRID
7132	8741	10706119	Reconstituted Complex	BioGRID
7132	8517	10755617	Affinity Capture-Western	BioGRID
7132	8517	10755617	-	HPRD
7132	26133	14585990	Affinity Capture-Western; Reconstituted Complex	BioGRID
7132	7430	15659383	Co-purification	BioGRID
7132	8795	15659383	Co-purification	BioGRID
7132	407977	10706119	-	HPRD
7132	8370	14743216	-	HPRD
7132	7278	14743216	-	HPRD
7132	10399	12391233	-	HPRD
7132	10399	12391233	TNF-R55 interacts with RACK1.	BIND
7132	10456	14743216	-	HPRD
7132	10627	14743216	-	HPRD
7132	10928	15247912	TNFR1 interacts with RIP1.	BIND
7132	10985	14743216	-	HPRD
7132	11186	15949439	TNF-R1 interacts with RASSF1A.	BIND
7132	29927	14743216	-	HPRD
7132	23041	14743216	-	HPRD
7132	51752	12189246	ARTS-1 interacts with TNFR1.	BIND
7132	55210	14743216	-	HPRD
7132	55215	14743216	-	HPRD
7132	55379	14743216	-	HPRD
7132	64112	15949439	TNF-R1 interacts with MAP-1.	BIND
7132	84617	14743216	-	HPRD
7132	10423	14743216	-	HPRD
7132	347733	14743216	-	HPRD
7133	7186	7639698,8702708,8710854,9162022,11907088,14743216	Affinity Capture-MS; Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7133	7186	7639698,8702708,9461607,11907088	-	HPRD
7133	7186	8702708	TRAF2 interacts with TRAF1. This interaction was modeled on a demonstrated interaction between human TRAF2 and TNF-R2 from an unspecified species.	BIND
7133	10293	9104814	Affinity Capture-Western	BioGRID
7133	10293	9104814	-	HPRD
7133	7185	9162022	Reconstituted Complex	BioGRID
7133	7185	8069916	-	HPRD
7133	51567	10764746	Affinity Capture-Western; Two-hybrid	BioGRID
7133	51567	10764746	-	HPRD
7133	7133	10875917	Affinity Capture-Western; FRET	BioGRID
7133	9131	14743216	-	HPRD
7133	7278	14743216	-	HPRD
7133	10456	14743216	-	HPRD
7133	10985	14743216	-	HPRD
7133	29927	14743216	-	HPRD
7133	23041	14743216	-	HPRD
7133	51065	14743216	-	HPRD
7133	51495	14743216	-	HPRD
7133	55210	14743216	-	HPRD
7133	55215	14743216	-	HPRD
7133	63897	14743216	-	HPRD
7133	63929	14743216	-	HPRD
7133	59269	11804591	-	HPRD
7133	115207	14743216	-	HPRD
7133	10423	14743216	-	HPRD
7133	150472	14743216	-	HPRD
7133	347733	14743216	-	HPRD
7134	7136	7103951	Co-crystal Structure	BioGRID
7134	7138	9448267	Two-hybrid	BioGRID
7134	7135	12044157	Reconstituted Complex	BioGRID
7134	7137	12060657,12122471,12939162,15049709,15134451	Co-crystal Structure; Protein-peptide; Reconstituted Complex	BioGRID
7134	7137	9346285,11904166,12060657,12122471,12939162,15049709,15134451	-	HPRD
7135	9033	12809519	Reconstituted Complex	BioGRID
7135	11007	16189514	Two-hybrid	BioGRID
7136	84675	15967462	MURF-2 interacts with TnI.	BIND
7136	9033	12809519	-	HPRD
7137	7139	11904166	Reconstituted Complex	BioGRID
7137	51086	12721663	Affinity Capture-Western; Two-hybrid	BioGRID
7137	51086	12721663	-	HPRD
7137	9033	12809519	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7137	9033	12809519	-	HPRD
7137	7138	11904166	-	HPRD
7138	7168	6822572	Reconstituted Complex	BioGRID
7138	11007	16189514	Two-hybrid	BioGRID
7138	116225	16189514	Two-hybrid	BioGRID
7138	22981	16189514	Two-hybrid	BioGRID
7138	7138	16189514	Two-hybrid	BioGRID
7138	79156	16189514	Two-hybrid	BioGRID
7138	8500	16189514	Two-hybrid	BioGRID
7138	9513	16189514	Two-hybrid	BioGRID
7139	7168	6746613	Reconstituted Complex	BioGRID
7140	10073	16169070	Two-hybrid	BioGRID
7140	9001	16169070	Two-hybrid	BioGRID
7143	63827	9294172	-	HPRD
7145	9564	8810278	Affinity Capture-Western	BioGRID
7150	9295	9756848	Affinity Capture-Western	BioGRID
7150	9295	9756848	-	HPRD
7150	10210	10352183	Affinity Capture-Western; Two-hybrid	BioGRID
7150	10210	10352183	-	HPRD
7150	7157	10468612,11805286	Affinity Capture-Western; Two-hybrid	BioGRID
7150	7157	10468612	-	HPRD
7150	7329	10759568	Reconstituted Complex; Two-hybrid	BioGRID
7150	7329	10759568	-	HPRD
7150	7341	11709553	Biochemical Activity	BioGRID
7150	7341	11709553	-	HPRD
7150	53339	11818025	Reconstituted Complex; Two-hybrid	BioGRID
7150	53339	11818025	-	HPRD
7150	55643	11818025	Reconstituted Complex; Two-hybrid	BioGRID
7150	55643	11818025	-	HPRD
7150	7150	9756848	Top1 interacts with Top1 to form a homodimer.	BIND
7150	55775	12618186	-	HPRD
7153	7155	8710863	Reconstituted Complex	BioGRID
7153	7155	8710863	-	HPRD
7153	7157	10666337	Affinity Capture-Western; Reconstituted Complex	BioGRID
7153	7157	10666337	-	HPRD
7153	7531	10788521	Affinity Capture-Western	BioGRID
7153	7531	10788521	-	HPRD
7153	7341	10862613	Affinity Capture-Western; Reconstituted Complex	BioGRID
7153	7341	10862613,12832072	-	HPRD
7153	7520	12393188	Affinity Capture-Western	BioGRID
7153	7514	12821127	-	HPRD
7155	11073	9461304	Two-hybrid	BioGRID
7155	11073	9461304	-	HPRD
7155	7157	10666337	Affinity Capture-Western; Reconstituted Complex	BioGRID
7155	7157	10666337	-	HPRD
7155	7341	10862613	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7155	7341	10862613	-	HPRD
7155	9219	11062478	Affinity Capture-Western	BioGRID
7155	9031	12837248	Affinity Capture-MS; Affinity Capture-Western	BioGRID
7155	9031	12837248	-	HPRD
7155	7514	12821127	-	HPRD
7156	9400	10710432	Affinity Capture-Western	BioGRID
7156	9400	10710432	RecQ5-beta interacts with Top3-alpha.	BIND
7156	9400	10710432	-	HPRD
7157	7158	8016121,11877378,12110597,12351827,14978302,15364958,15611139	Affinity Capture-Western; Co-crystal Structure; Co-localization; Reconstituted Complex; Two-hybrid	BioGRID
7157	7158	8016121,12110597	-	HPRD
7157	7159	8016121,8668206	Reconstituted Complex; Two-hybrid	BioGRID
7157	7159	8016121,8668206,8875926	-	HPRD
7157	7490	8389468	Affinity Capture-Western	BioGRID
7157	7490	8389468	-	HPRD
7157	7329	8921390,10380882,10961991,11853669	Biochemical Activity; Two-hybrid	BioGRID
7157	7329	8921390	-	HPRD
7157	7329	9514881	UBE2I interacts with TP53.  This interaction was modelled on a demonstrated interaction between D. melanogaster Lwr (DmUbc9) and p53 from an unspecified species.	BIND
7157	8575	9010216	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	8575	9010216	-	HPRD
7157	7534	9620776	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	7534	9620776	-	HPRD
7157	9440	10198638	Reconstituted Complex	BioGRID
7157	9440	10198638	-	HPRD
7157	8178	10358050	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7157	8178	10358050	-	HPRD
7157	30008	10380882	Affinity Capture-Western; Two-hybrid	BioGRID
7157	30008	10380882	-	HPRD
7157	8554	10380882,11583632	Biochemical Activity; Reconstituted Complex; Two-hybrid	BioGRID
7157	8554	11583632,11788578,11867732,15133049	-	HPRD
7157	8554	15133049	PIAS1 interacts with p53. This interaction was modeled on a demonstrated interaction between human PIAS1 and p53 from an unspecified species.	BIND
7157	8555	10644693	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	8555	10644693	-	HPRD
7157	8556	10644693	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7157	8556	10644693	-	HPRD
7157	9013	10913176	Reconstituted Complex	BioGRID
7157	9013	10913176	-	HPRD
7157	9014	10913176	Reconstituted Complex	BioGRID
7157	9014	10913176	-	HPRD
7157	9015	10913176	Reconstituted Complex	BioGRID
7157	9015	10913176	-	HPRD
7157	10114	10961991	Two-hybrid	BioGRID
7157	7341	10961991	Two-hybrid	BioGRID
7157	7341	10788439	p53 interacts with SUMO-1. This interaction was modelled on a demonstrated interaction between p53 from human and SUMO-1 from an unspecified species.	BIND
7157	51741	11058590	Affinity Capture-Western; Two-hybrid	BioGRID
7157	51741	11058590	-	HPRD
7157	7251	11172000	Affinity Capture-Western	BioGRID
7157	7251	11172000	-	HPRD
7157	7707	11416144	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	7707	11416144	-	HPRD
7157	7486	11427532,12080066	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	7486	11427532,12080066	-	HPRD
7157	7486	12080066	WRN interacts with p53.	BIND
7157	94241	11511362,12851404	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	94241	11511362,12851404	-	HPRD
7157	10474	11707411	Affinity Capture-Western	BioGRID
7157	10474	11707411	-	HPRD
7157	28996	11740489,11925430	Affinity Capture-Western; Biochemical Activity; Reconstituted Complex; Two-hybrid	BioGRID
7157	28996	11532197	HIPK2 does not interact directly with tumour suppressor protein p53 but enhances p53 activity and p53 expression or stability	BIND
7157	10210	11842245	Two-hybrid	BioGRID
7157	10210	10415337	-	HPRD
7157	10210	11842245	Topors interacts with p53. This interaction was modelled on a demonstrated interaction between human Topors and mouse p53.	BIND
7157	7874	11923872	Affinity Capture-MS; Affinity Capture-Western; Biochemical Activity	BioGRID
7157	7874	11923872	-	HPRD
7157	7874	15916963	p53 interacts with HAUSP.	BIND
7157	8850	12068014	Biochemical Activity	BioGRID
7157	9232	12355087	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	9232	12355087	-	HPRD
7157	9232	12355087	p53 interacts with securin.	BIND
7157	26354	12464630	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	26354	12464630	-	HPRD
7157	10848	12524540	Affinity Capture-Western	BioGRID
7157	10848	12524540	-	HPRD
7157	10848	15558054	iASPP interacts with p53	BIND
7157	23113	12526791	Affinity Capture-MS; Affinity Capture-Western; Co-purification; Reconstituted Complex	BioGRID
7157	23113	12526791	-	HPRD
7157	23113	15558054	Parc interacts with p53	BIND
7157	10153	12534345	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	10153	12534345	-	HPRD
7157	50484	12615712	Affinity Capture-Western	BioGRID
7157	50484	12615712	-	HPRD
7157	7319	12640129	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	7319	12640129	-	HPRD
7157	25898	12654245,19043414	Affinity Capture-Western; Biochemical Activity; Reconstituted Complex	BioGRID
7157	25898	12654245	-	HPRD
7157	112858	12659830	Reconstituted Complex	BioGRID
7157	204851	12702766	Affinity Capture-Western; Two-hybrid	BioGRID
7157	204851	12702766	-	HPRD
7157	51147	12750254,18775696	Affinity Capture-Western	BioGRID
7157	51147	12750254	-	HPRD
7157	51147	12750254	p53 interacts with p29ING4.	BIND
7157	84289	12750254	Affinity Capture-Western	BioGRID
7157	84289	12750254	-	HPRD
7157	84289	12750254	p53 interacts with p28ING5.	BIND
7157	9112	12920132	Reconstituted Complex	BioGRID
7157	9112	12920132	-	HPRD
7157	9219	12920132	Reconstituted Complex	BioGRID
7157	9219	11099047	PID interacts with p53.	BIND
7157	9656	14519663	Affinity Capture-Western	BioGRID
7157	9656	14519663	-	HPRD
7157	7157	14580323	Co-purification; Reconstituted Complex	BioGRID
7157	7157	15321712	p53 exists as a dimer in solution.	BIND
7157	404663	14612521	Affinity Capture-Western	BioGRID
7157	79184	14636569	Affinity Capture-MS; Affinity Capture-Western; Co-purification	BioGRID
7157	9577	14636569	Affinity Capture-MS; Affinity Capture-Western; Co-purification	BioGRID
7157	81928	14637168	Affinity Capture-Western	BioGRID
7157	81928	14637168	-	HPRD
7157	91768	14637168	Affinity Capture-Western	BioGRID
7157	91768	11706030	-	HPRD
7157	7515	15044383	Affinity Capture-Western	BioGRID
7157	54840	15044383	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	26287	15136035	Affinity Capture-Western; Reconstituted Complex	BioGRID
7157	26287	15136035	-	HPRD
7157	10498	15186775	Reconstituted Complex	BioGRID
7157	10498	15186775	CARM1 interacts with p53.  This interaction was modeled on a demonstrated interaction between mouse CARM1 and human p53.	BIND
7157	10063	16169070	Two-hybrid	BioGRID
7157	10200	16169070	Two-hybrid	BioGRID
7157	10301	16169070	Two-hybrid	BioGRID
7157	10425	16169070	Two-hybrid	BioGRID
7157	199745	16169070	Two-hybrid	BioGRID
7157	22948	16169070	Two-hybrid	BioGRID
7157	29903	16169070	Two-hybrid	BioGRID
7157	53826	16169070	Two-hybrid	BioGRID
7157	54819	16169070	Two-hybrid	BioGRID
7157	55339	16169070	Two-hybrid	BioGRID
7157	55643	16169070	Two-hybrid	BioGRID
7157	56144	16169070	Two-hybrid	BioGRID
7157	65990	16169070	Two-hybrid	BioGRID
7157	7572	16169070	Two-hybrid	BioGRID
7157	8894	16169070	Two-hybrid	BioGRID
7157	9587	16169070	Two-hybrid	BioGRID
7157	9808	16169070	Two-hybrid	BioGRID
7157	286514	16189514	Two-hybrid	BioGRID
7157	23429	19098711	Affinity Capture-Western	BioGRID
7157	7337	9143503,9369221	-	HPRD
7157	51246	12135983	-	HPRD
7157	9540	16009130	p53 interacts with PIG3 promoter.	BIND
7157	8794	14623878	TP53 (p53) interacts with TNFRSF10C (TRAIL-R3) gene.	BIND
7157	8795	15607964	p53 interacts with DR5.	BIND
7157	9401	15674334	TP53 (p53) interacts with the RECQL4 (RECQ4) promoter.	BIND
7157	7295	15824742	p53 interacts with Trx.	BIND
7157	7528	15210108	YY1 interacts with p53.	BIND
7157	10055	15327968	-	HPRD
7157	11244	15383276	-	HPRD
7157	23049	15175154	hSMG-1 phosphorylates p53.	BIND
7157	25942	10823891	p53 interacts with mSin3A. This interaction was modeled on a demonstrated interaction between human p53 and mSin3A from an unspecified species.	BIND
7157	64326	15103385	The ubiquitin ligase COP1 interacts with p53 to cause p53 degradation.	BIND
7157	80854	15525938	-	HPRD
7157	10075	15989956	ARF-BP1 interacts with and ubiquitinates p53.	BIND
7157	54971	15701641	-	HPRD
7158	9937	12446782	Affinity Capture-Western	BioGRID
7158	22976	14576432,15456759	Affinity Capture-Western; Reconstituted Complex	BioGRID
7158	8655	15611139	Affinity Capture-Western; Protein-peptide; Two-hybrid	BioGRID
7158	11200	17525332	Affinity Capture-Western	BioGRID
7158	9656	12607005	-	HPRD
7158	64421	15574327	Artemis interacts with 53BP1.	BIND
7159	10413	11278422	Reconstituted Complex; Two-hybrid	BioGRID
7159	10413	11278422	-	HPRD
7159	10813	16169070	Two-hybrid	BioGRID
7159	55052	16169070	Two-hybrid	BioGRID
7159	7375	16169070	Two-hybrid	BioGRID
7159	9094	16169070	Two-hybrid	BioGRID
7159	7525	11278422	-	HPRD
7159	9223	9169421	-	HPRD
7159	11059	9169421	-	HPRD
7159	11060	9169421	-	HPRD
7159	8883	12694406	ASPP2 inhibits APP-BP1-mediated NEDD8 conjugation to cullin-1 and decreases APP-BP1-induced cell proliferation and neuronal apoptosis	BIND
7161	10114	10961991	Two-hybrid	BioGRID
7161	7161	10961991	Two-hybrid	BioGRID
7161	7161	11389695	p73 splicing variants interact with each other.	BIND
7161	7329	10961991	Two-hybrid	BioGRID
7161	7341	10961991	Two-hybrid	BioGRID
7161	10413	11278685	Affinity Capture-Western; Reconstituted Complex	BioGRID
7161	10413	11278685	-	HPRD
7161	10413	15893728	p73-alpha interacts with YAP.	BIND
7161	28996	11925430	Two-hybrid	BioGRID
7161	28996	11925430	-	HPRD
7161	10153	12534345	Affinity Capture-Western; Reconstituted Complex	BioGRID
7161	10153	12534345	-	HPRD
7161	10399	12761493	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
7161	10399	12761493	-	HPRD
7161	10399	12761493	RACK1 interacts with p73.	BIND
7161	91768	11706030	-	HPRD
7161	10260	12080043	p73 alpha interacts with c-Myc.	BIND
7161	57520	12890487	-	HPRD
7161	83737	15678106	p73-alpha interacts with Itch.	BIND
7161	63970	15893728	p73-alpha interacts with p53AIP1 promoter.	BIND
7162	10755	11798178	Affinity Capture-Western; Two-hybrid	BioGRID
7162	10755	11798178	-	HPRD
7163	7163	9484778	Two-hybrid	BioGRID
7163	7163	9484778,11594751	D52 interacts with D52.	BIND
7163	7164	9484778	Two-hybrid	BioGRID
7163	7164	9484778	-	HPRD
7163	7164	9484778,11594751	D52 interacts with D53 via D52's coiled-coil domain.	BIND
7163	7165	9484778	Two-hybrid	BioGRID
7163	7165	9484778	D52 interacts with the D54+ins2 isoform, and the D54-ins2 isoform.	BIND
7163	114569	11549320	Reconstituted Complex; Two-hybrid	BioGRID
7163	114569	11549320	-	HPRD
7163	114569	11549320	Tumor protein D52 binds to MAL2	BIND
7164	7164	9484778	Two-hybrid	BioGRID
7164	7164	9484778	D53 interacts with a novel D53 isoform.	BIND
7164	7165	9484778	Two-hybrid	BioGRID
7164	7165	9484778	D53 interacts with the D54+ins2 isoform, and the D54-ins2 isoform.	BIND
7164	114569	11549320	Two-hybrid	BioGRID
7164	114569	11549320	-	HPRD
7164	114569	11549320	TPD52L1 interacts with MAL2.	BIND
7164	57002	16169070	Two-hybrid	BioGRID
7164	64582	16169070	Two-hybrid	BioGRID
7164	8669	16169070	Two-hybrid	BioGRID
7165	7165	9484778	Two-hybrid	BioGRID
7165	7165	9484778	D54+ins2 and D54-ins2 interact with themselves and each other.	BIND
7165	114569	11549320	TPD52L2 interacts with MAL2.	BIND
7165	114569	11549320	-	HPRD
7166	7534	8101440	Reconstituted Complex	BioGRID
7166	7534	8101440	-	HPRD
7166	7533	7499362	-	HPRD
7167	7167	8609635	Co-purification; Reconstituted Complex	BioGRID
7167	7167	8609635	-	HPRD
7167	57062	16169070	Two-hybrid	BioGRID
7167	9869	16169070	Two-hybrid	BioGRID
7168	7168	3857586,7568216	Affinity Capture-Western; Reconstituted Complex	BioGRID
7168	7169	3857586	Reconstituted Complex	BioGRID
