gnr.pb	gnr.id	gnr.sym	gnr.chr	l.cnt	l.type.cnt	l.cond.cnt	or	lung	gbm	atrt	br	cn	snail	sf	gnr.name
202346_at	3093	UBE2K	chr4p14	1	0	1	0	0	0	0	0	0	1	0	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)
227931_at	54891	INO80D	chr2q33.3	1	0	1	0	0	0	0	0	0	1	0	INO80 complex subunit D
236620_at	55183	RIF1	chr2q23.3	1	0	1	0	0	0	0	0	0	1	0	RAP1 interacting factor homolog (yeast)
203347_s_at	22823	MTF2	chr1p22.1	1	0	1	0	0	0	0	0	0	1	0	metal response element binding transcription factor 2
202322_s_at	9453	GGPS1	chr1q43	1	0	1	0	0	0	0	0	0	1	0	geranylgeranyl diphosphate synthase 1
203020_at	9910	RABGAP1L	chr1q24	1	0	1	0	0	0	0	0	0	1	0	RAB GTPase activating protein 1-like
201151_s_at	4154	MBNL1	chr3q25	1	0	1	0	0	0	0	0	0	1	0	muscleblind-like (Drosophila)
240786_at	4855	NOTCH4	chr6p21.3	1	0	1	0	0	0	0	0	0	1	0	Notch homolog 4 (Drosophila)
1553750_a_at	143684	FAM76B	chr11q21	1	0	1	0	0	0	0	0	0	1	0	family with sequence similarity 76, member B
243928_s_at	10257	ABCC4	chr13q32	1	0	1	0	0	0	0	0	0	1	0	ATP-binding cassette subfamily C member 4 variant 2 (ABCC4) mRNA, complete cds, alternatively spliced
228011_at	137392	FAM92A1	chr8q22.1	1	0	1	0	0	0	0	0	0	1	0	family with sequence similarity 92, member A1
224956_at	57532	NUFIP2	chr17q11.2	1	0	1	0	0	0	0	0	0	1	0	nuclear fragile X mental retardation protein interacting protein 2
216192_at	2173	FABP7	chr6q22-q23	1	0	1	0	0	0	0	0	0	1	0	fatty acid binding protein 7, brain
221666_s_at	29108	PYCARD	chr16p12-p11.2	1	0	1	0	0	0	0	0	0	1	0	PYD and CARD domain containing
223426_s_at	54566	EPB41L4B	chr9q31-q32	1	0	1	0	0	0	0	0	0	1	0	erythrocyte membrane protein band 4.1 like 4B
202301_s_at	65117	RSRC2	chr12q24.31	1	0	1	0	0	0	0	0	0	1	0	arginine/serine-rich coiled-coil 2
211227_s_at	83259	PCDH11Y	chrYp11.2	1	0	1	0	0	0	0	0	0	1	0	protocadherin 11 Y-linked
232946_s_at	55191	NADSYN1	chr11q13.4	1	0	1	0	0	0	0	0	0	1	0	NAD synthetase 1
232563_at	127396	ZNF684	chr1p34.2	1	0	1	0	0	0	0	0	0	1	0	zinc finger protein 684
225694_at	51755	CRKRS	chr17q12	1	0	1	0	0	0	0	0	0	1	0	Cdc2-related kinase, arginine/serine-rich
223015_at	83939	EIF2A	chr3q25.1	1	0	1	0	0	0	0	0	0	1	0	eukaryotic translation initiation factor 2A, 65kDa
231930_at	55531	ELMOD1	chr11q22.3	1	0	1	0	0	0	0	0	0	1	0	ELMO/CED-12 domain containing 1
211498_s_at	4824	NKX3-1	chr8p21	1	0	1	0	0	0	0	0	0	1	0	NK3 homeobox 1
226273_at	1184	CLCN5	chrXp11.23	1	0	1	0	0	0	0	0	0	1	0	chloride channel 5
240650_at	777	CACNA1E	chr1q25-q31	1	0	1	0	0	0	0	0	0	1	0	Voltage-operated calcium channel, alpha-1 subunit
244398_x_at	127396	ZNF684	chr1p34.2	1	0	1	0	0	0	0	0	0	1	0	zinc finger protein 684
200069_at	9733	SART3	chr12q24.1	1	0	1	0	0	0	0	0	0	1	0	squamous cell carcinoma antigen recognized by T cells 3
217951_s_at	23469	PHF3	chr6q12	1	0	1	0	0	0	0	0	0	1	0	PHD finger protein 3
212533_at	7465	WEE1	chr11p15.3-p15.1	1	0	1	0	0	0	0	0	0	1	0	WEE1 homolog (S. pombe)
227804_at	116238	TLCD1	chr17q11.2	1	0	1	0	0	0	0	0	0	1	0	TLC domain containing 1
223556_at	3070	HELLS	chr10q24.2	1	0	1	0	0	0	0	0	0	1	0	helicase, lymphoid-specific
214171_s_at	11338	U2AF2	chr19q13.42	1	0	1	0	0	0	0	0	0	1	0	MmRNA for large subunit of splicing factor U2AF
218752_at	55954	ZMAT5	chr22cen-q12.3	1	0	1	0	0	0	0	0	0	1	0	zinc finger, matrin type 5
203947_at	1479	CSTF3	chr11p13	1	0	1	0	0	0	0	0	0	1	0	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa
230328_at	54700   653390   730092	LOC653390 /// LOC730092 /// RRN3	chr16p11.2 /// chr16p12 /// chr16p12.1	1	0	1	0	0	0	0	0	0	1	0	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene /// RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene /// RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
201086_x_at	6651	SON	chr21q22.1-q22.2|21q22.11	1	0	1	0	0	0	0	0	0	1	0	SON DNA binding protein
209041_s_at	7327	UBE2G2	chr21q22.3	1	0	1	0	0	0	0	0	0	1	0	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)
236477_at	55660	PRPF40A	chr2q23.3	1	0	1	0	0	0	0	0	0	1	0	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)
221530_s_at	79365	BHLHE41	chr12p11.23-p12.1	1	0	1	0	0	0	0	0	0	1	0	basic helix-loop-helix family, member e41
218709_s_at	51098	IFT52	---	1	0	1	0	0	0	0	0	0	1	0	intraflagellar transport 52 homolog (Chlamydomonas)
214499_s_at	9774	BCLAF1	chr6q22-q23	1	0	1	0	0	0	0	0	0	1	0	BCL2-associated transcription factor 1
215342_s_at	9910	RABGAP1L	chr1q24	1	0	1	0	0	0	0	0	0	1	0	RAB GTPase activating protein 1-like
210188_at	2551	GABPA	chr21q21-q22.1|21q21.3	1	0	1	0	0	0	0	0	0	1	0	GA binding protein transcription factor, alpha subunit 60kDa
201833_at	3066	HDAC2	chr6q21	1	0	1	0	0	0	0	0	0	1	0	histone deacetylase 2
230318_at	5265	SERPINA1	chr14q32.1	1	0	1	0	0	0	0	0	0	1	0	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
230430_at	954	ENTPD2	chr9q34	1	0	1	0	0	0	0	0	0	1	0	ectonucleoside triphosphate diphosphohydrolase 2
232408_at	57732	ZFYVE28	chr4p16.3	1	0	1	0	0	0	0	0	0	1	0	zinc finger, FYVE domain containing 28
242727_at	221079	ARL5B	chr10p12.33	1	0	1	0	0	0	0	0	0	1	0	ADP-ribosylation factor-like 5B
220762_s_at	54584	GNB1L	chr22q11.2	1	0	1	0	0	0	0	0	0	1	0	guanine nucleotide binding protein (G protein), beta polypeptide 1-like
222000_at	339448	C1orf174	chr1p36.32	1	0	1	0	0	0	0	0	0	1	0	chromosome 1 open reading frame 174
212629_s_at	5586	PKN2	chr1p22.2	1	0	1	0	0	0	0	0	0	1	0	protein kinase N2
206536_s_at	331	XIAP	chrXq25	1	0	1	0	0	0	0	0	0	1	0	X-linked inhibitor of apoptosis
210924_at	10439	OLFM1	chr9q34.3	1	0	1	0	0	0	0	0	0	1	0	olfactomedin 1
202654_x_at	64844	7-Mar	chr2q24.2	1	0	1	0	0	0	0	0	0	1	0	membrane-associated ring finger (C3HC4) 7
1552263_at	5594	MAPK1	chr22q11.2|22q11.21	1	0	1	0	0	0	0	0	0	1	0	mitogen-activated protein kinase 1
218626_at	56478	EIF4ENIF1	chr22q11.2	1	0	1	0	0	0	0	0	0	1	0	eukaryotic translation initiation factor 4E nuclear import factor 1
208363_s_at	3631	INPP4A	chr2q11.2	1	0	1	0	0	0	0	0	0	1	0	inositol polyphosphate-4-phosphatase, type I, 107kDa
209791_at	11240	PADI2	chr1p36.13	1	0	1	0	0	0	0	0	0	1	0	peptidyl arginine deiminase, type II
209704_at	22823	MTF2	chr1p22.1	1	0	1	0	0	0	0	0	0	1	0	metal response element binding transcription factor 2
216559_x_at	100128836   120364   144983   3178   391670   402112   440125   642817   643033   644037   645001   664709   728170   728643   728732   729102   729366   730246	HNRNPA1 /// HNRNPA1L2 /// HNRPA1L-2 /// LOC100128836 /// LOC120364 /// LOC391670 /// LOC402112 /// LOC440125 /// LOC642817 /// LOC643033 /// LOC644037 /// LOC645001 /// LOC728170 /// LOC728643 /// LOC728732 /// LOC729102 /// LOC729366 /// LOC730246	chr10q11.22 /// chr11p15.4 /// chr11q23.1 /// chr12q13.1 /// chr12q22 /// chr13q12.11 /// chr13q14.3 /// chr19p13.2 /// chr19q13.2 /// chr1q32.1 /// chr2q31.1 /// chr2q33.3 /// chr3p22.1 /// chr4q21.1 /// chr5q14.1 /// chr6p25.1 /// chr8q21.13 /// chrXq24	1	0	1	0	0	0	0	0	0	1	0	heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1-like 2 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// hypothetical LOC642817 /// similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppressed) /// hypothetical LOC644037 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene /// hypothetical LOC728732 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// hypothetical LOC730246
208286_x_at	5460   5462   642559   645682	POU5F1 /// POU5F1P1 /// POU5F1P3 /// POU5F1P4	chr12p13.31 /// chr1q22 /// chr6p21.31 /// chr8q24.21	1	0	1	0	0	0	0	0	0	1	0	POU class 5 homeobox 1 /// POU class 5 homeobox 1 pseudogene 1 /// POU class 5 homeobox 1 pseudogene 3 /// POU class 5 homeobox 1 pseudogene 4
214521_at	54626	HES2	chr1p36.31-p36.11	1	0	1	0	0	0	0	0	0	1	0	hairy and enhancer of split 2 (Drosophila)
202069_s_at	3419	IDH3A	chr15q25.1-q25.2	1	0	1	0	0	0	0	0	0	1	0	isocitrate dehydrogenase 3 (NAD+) alpha
219375_at	10390	CEPT1	chr1p13.3	1	0	1	0	0	0	0	0	0	1	0	choline/ethanolamine phosphotransferase 1
1557798_at	10330	CNPY2	chr12q15	1	0	1	0	0	0	0	0	0	1	0	Saposin-like protein
214550_s_at	23534	TNPO3	chr7q32.1	1	0	1	0	0	0	0	0	0	1	0	transportin 3
223237_x_at	160	AP2A1	chr19q13.33	1	0	1	0	0	0	0	0	0	1	0	adaptor-related protein complex 2, alpha 1 subunit
201930_at	4175	MCM6	chr2q21	1	0	1	0	0	0	0	0	0	1	0	minichromosome maintenance complex component 6
1564945_at	57057	TBX20	chr7p15-p14	1	0	1	0	0	0	0	0	0	1	0	T-box 20
1555594_a_at	4154	MBNL1	chr3q25	1	0	1	0	0	0	0	0	0	1	0	muscleblind-like (Drosophila)
215952_s_at	4946	OAZ1	chr19p13.3	1	0	1	0	0	0	0	0	0	1	0	ornithine decarboxylase antizyme 1
225304_s_at	126328   2527	FUT5 /// NDUFA11	chr19p13.3	1	0	1	0	0	0	0	0	0	1	0	fucosyltransferase 5 (alpha (1,3) fucosyltransferase) /// NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa
228859_at	91431	LOC91431	chr4q25	1	0	1	0	0	0	0	0	0	1	0	prematurely terminated mRNA decay factor-like
223564_s_at	54584	GNB1L	chr22q11.2	1	0	1	0	0	0	0	0	0	1	0	guanine nucleotide binding protein (G protein), beta polypeptide 1-like
218538_s_at	57380	MRS2	chr6p22.3-p22.1	1	0	1	0	0	0	0	0	0	1	0	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)
212981_s_at	9747	FAM115A	chr7q35	1	0	1	0	0	0	0	0	0	1	0	family with sequence similarity 115, member A
223707_at	6157	RPL27A	chr11p15	1	0	1	0	0	0	0	0	0	1	0	ribosomal protein L27a
204553_x_at	3631	INPP4A	chr2q11.2	1	0	1	0	0	0	0	0	0	1	0	inositol polyphosphate-4-phosphatase, type I, 107kDa
1554271_a_at	91687	CENPL	chr1q25.1	1	0	1	0	0	0	0	0	0	1	0	centromere protein L
219212_at	51182	HSPA14	chr10p13	1	0	1	0	0	0	0	0	0	1	0	heat shock 70kDa protein 14
215718_s_at	23469	PHF3	chr6q12	1	0	1	0	0	0	0	0	0	1	0	PHD finger protein 3
202347_s_at	3093	UBE2K	chr4p14	1	0	1	0	0	0	0	0	0	1	0	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)
208720_s_at	9584	RBM39	chr20q11.22	1	0	1	0	0	0	0	0	0	1	0	RNA binding motif protein 39
202362_at	5906	RAP1A	chr1p13.3	1	0	1	0	0	0	0	0	0	1	0	RAP1A, member of RAS oncogene family
209632_at	5523	PPP2R3A	chr3q22.1	1	0	1	0	0	0	0	0	0	1	0	protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha
232364_at	80204	FBXO11	chr2p16.3	1	0	1	0	0	0	0	0	0	1	0	F-box protein 11
211423_s_at	6309	SC5DL	chr11q23.3	1	0	1	0	0	0	0	0	0	1	0	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like
218875_s_at	26271	FBXO5	chr6q25.2	1	0	1	0	0	0	0	0	0	1	0	F-box protein 5
231688_at	4317	MMP8	chr11q22.3	1	0	1	0	0	0	0	0	0	1	0	matrix metallopeptidase 8 (neutrophil collagenase)
203270_at	1841   727761	DTYMK /// LOC727761	chr2q37.3	1	0	1	0	0	0	0	0	0	0	1	deoxythymidylate kinase (thymidylate kinase) /// similar to Deoxythymidylate kinase (thymidylate kinase)
223100_s_at	11164	NUDT5	chr10p14-p13	1	0	1	0	0	0	0	0	0	0	1	nudix (nucleoside diphosphate linked moiety X)-type motif 5
218241_at	9950	GOLGA5	chr14q32.12-q32.13	1	0	1	0	0	0	0	0	0	0	1	golgi autoantigen, golgin subfamily a, 5
202408_s_at	26121	PRPF31	chr19q13.42	1	0	1	0	0	0	0	0	0	0	1	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)
205565_s_at	2395	FXN	chr9q13-q21.1	1	0	1	0	0	0	0	0	0	0	1	frataxin
200753_x_at	6427	SFRS2	chr17q25.2	1	0	1	0	0	0	0	0	0	0	1	splicing factor, arginine/serine-rich 2
201158_at	4836	NMT1	chr17q21.31	1	0	1	0	0	0	0	0	0	0	1	N-myristoyltransferase 1
200853_at	3015	H2AFZ	chr4q24	1	0	1	0	0	0	0	0	0	0	1	H2A histone family, member Z
202407_s_at	26121	PRPF31	chr19q13.42	1	0	1	0	0	0	0	0	0	0	1	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)
235537_at	54940	OCIAD1	chr4p11	1	0	1	0	0	0	0	0	0	0	1	OCIA domain containing 1
208082_x_at	23608	MKRN1	chr7q34	1	0	1	0	0	0	0	0	0	0	1	makorin ring finger protein 1
226882_x_at	10785	WDR4	chr21q22.3	1	0	1	0	0	0	0	0	0	0	1	WD repeat domain 4
212656_at	10102	TSFM	chr12q13-q14	1	0	1	0	0	0	0	0	0	0	1	Ts translation elongation factor, mitochondrial
207622_s_at	10061	ABCF2	chr7q36	1	0	1	0	0	0	0	0	0	0	1	ATP-binding cassette, sub-family F (GCN20), member 2
1555953_at	6573	SLC19A1	chr21q22.3	1	0	1	0	0	0	0	0	0	0	1	solute carrier family 19 (folate transporter), member 1
243296_at	10135	NAMPT	chr7q22.2	1	0	1	0	0	0	0	0	0	0	1	G0S9 mRNA, instability elements
226547_at	7994	MYST3	chr8p11	1	0	1	0	0	0	0	0	0	0	1	MYST histone acetyltransferase (monocytic leukemia) 3
214794_at	5036	PA2G4	chr12q13.2	1	0	1	0	0	0	0	0	0	0	1	proliferation-associated 2G4, 38kDa
218201_at	4708	NDUFB2	chr7q34	1	0	1	0	0	0	0	0	0	0	1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa
219953_s_at	56672	C11orf17	chr11p15.3	1	0	1	0	0	0	0	0	0	0	1	chromosome 11 open reading frame 17
204898_at	8819	SAP30	chr4q34.1	1	0	1	0	0	0	0	0	0	0	1	Sin3A-associated protein, 30kDa
204081_at	4900	NRGN	chr11q24	1	0	1	0	0	0	0	0	0	0	1	neurogranin (protein kinase C substrate, RC3)
203418_at	890	CCNA2	chr4q25-q31	1	0	1	0	0	0	0	0	0	0	1	cyclin A2
201710_at	4605	MYBL2	chr20q13.1	1	0	1	0	0	0	0	0	0	0	1	v-myb myeloblastosis viral oncogene homolog (avian)-like 2
209971_x_at	7965	JTV1	chr7p22	1	0	1	0	0	0	0	0	0	0	1	JTV1 gene
208676_s_at	5036	PA2G4	chr12q13.2	1	0	1	0	0	0	0	0	0	0	1	proliferation-associated 2G4, 38kDa
211762_s_at	3838   728860	KPNA2 /// LOC728860	chr17q24.2	1	0	1	0	0	0	0	0	0	0	1	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like
217946_s_at	10055	SAE1	chr19q13.32	1	0	1	0	0	0	0	0	0	0	1	SUMO1 activating enzyme subunit 1
209891_at	57405	SPC25	chr2q24.3	1	0	1	0	0	0	0	0	0	0	1	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)
208931_s_at	3609	ILF3	chr19p13.2	1	0	1	0	0	0	0	0	0	0	1	interleukin enhancer binding factor 3, 90kDa
221521_s_at	51659	GINS2	chr16q24.1	1	0	1	0	0	0	0	0	0	0	1	GINS complex subunit 2 (Psf2 homolog)
204126_s_at	8318	CDC45L	chr22q11.21	1	0	1	0	0	0	0	0	0	0	1	CDC45 cell division cycle 45-like (S. cerevisiae)
217968_at	7260	TSSC1	chr2p25.3	1	0	1	0	0	0	0	0	0	0	1	tumor suppressing subtransferable candidate 1
228142_at	29796	UCRC	chr22cen-q12.3	1	0	1	0	0	0	0	0	0	0	1	ubiquinol-cytochrome c reductase complex (7.2 kD)
200659_s_at	5245	PHB	chr17q21	1	0	1	0	0	0	0	0	0	0	1	prohibitin
202139_at	8574	AKR7A2	chr1p36.13	1	0	1	0	0	0	0	0	0	0	1	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
231520_at	148641	SLC35F3	chr1q42.2	1	0	1	0	0	0	0	0	0	0	1	Solute carrier family 35, member F3, mRNA (cDNA clone MGC:43868 IMAGE:5273868)
224232_s_at	27166	PRELID1	chr5q35.3	1	0	1	0	0	0	0	0	0	0	1	PRELI domain containing 1
208024_s_at	8214   85359	DGCR6 /// DGCR6L	chr22q11 /// chr22q11.21|22q11	1	0	1	0	0	0	0	0	0	0	1	DiGeorge syndrome critical region gene 6 /// DiGeorge syndrome critical region gene 6-like
205346_at	6483	ST3GAL2	chr16q22.1	1	0	1	0	0	0	0	0	0	0	1	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
1554239_s_at	284273	ZADH2	chr18q22.3	1	0	1	0	0	0	0	0	0	0	1	zinc binding alcohol dehydrogenase domain containing 2
201804_x_at	1155	TBCB	chr19q13.11-q13.12	1	0	1	0	0	0	0	0	0	0	1	tubulin folding cofactor B
213937_s_at	24140	FTSJ1	chrXp11.23	1	0	1	0	0	0	0	0	0	0	1	FtsJ homolog 1 (E. coli)
200658_s_at	5245	PHB	chr17q21	1	0	1	0	0	0	0	0	0	0	1	prohibitin
213750_at	26156	RSL1D1	chr16p13.13	1	0	1	0	0	0	0	0	0	0	1	ribosomal L1 domain containing 1
211072_x_at	10376	TUBA1B	chr12q13.12	1	0	1	0	0	0	0	0	0	0	1	tubulin, alpha 1b
213911_s_at	3015	H2AFZ	chr4q24	1	0	1	0	0	0	0	0	0	0	1	H2A histone family, member Z
203405_at	8624	PSMG1	chr21q22.3	1	0	1	0	0	0	0	0	0	0	1	proteasome (prosome, macropain) assembly chaperone 1
202111_at	6522	SLC4A2	chr7q35-q36	1	0	1	0	0	0	0	0	0	0	1	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)
1553984_s_at	1841   727761	DTYMK /// LOC727761	chr2q37.3	1	0	1	0	0	0	0	0	0	0	1	deoxythymidylate kinase (thymidylate kinase) /// similar to Deoxythymidylate kinase (thymidylate kinase)
224163_s_at	55929	DMAP1	chr1p34	1	0	1	0	0	0	0	0	0	0	1	DNA methyltransferase 1 associated protein 1
229508_at	11338	U2AF2	chr19q13.42	1	0	1	0	0	0	0	0	0	0	1	U2 small nuclear RNA auxiliary factor 2
219831_at	51265	CDKL3	chr5q31	1	0	1	0	0	0	0	0	0	0	1	cyclin-dependent kinase-like 3
202904_s_at	23658	LSM5	chr7p14.3	1	0	1	0	0	0	0	0	0	0	1	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)
200988_s_at	10197	PSME3	chr17q21	1	0	1	0	0	0	0	0	0	0	1	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
244142_at	1837	DTNA	chr18q12	1	0	1	0	0	0	0	0	0	0	1	dystrobrevin, alpha
203515_s_at	10654	PMVK	chr1q22	1	0	1	0	0	0	0	0	0	0	1	phosphomevalonate kinase
200831_s_at	6319	SCD	chr10q24.31	1	0	1	0	0	0	0	0	0	0	1	stearoyl-CoA desaturase (delta-9-desaturase)
227150_at	4520	MTF1	chr1p33	1	0	1	0	0	0	0	0	0	0	1	metal-regulatory transcription factor 1
208937_s_at	3397	ID1	chr20q11	1	0	1	0	0	0	0	0	0	0	1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
210859_x_at	1201	CLN3	chr16p12.1	1	0	1	0	0	0	0	0	0	0	1	ceroid-lipofuscinosis, neuronal 3
1555618_s_at	10055	SAE1	chr19q13.32	1	0	1	0	0	0	0	0	0	0	1	SUMO1 activating enzyme subunit 1
205393_s_at	1111	CHEK1	chr11q24-q24	1	0	1	0	0	0	0	0	0	0	1	CHK1 checkpoint homolog (S. pombe)
2028_s_at	1869	E2F1	chr20q11.2	1	0	1	0	0	0	0	0	0	0	1	E2F transcription factor 1
204768_s_at	2237	FEN1	chr11q12	1	0	1	0	0	0	0	0	0	0	1	flap structure-specific endonuclease 1
218355_at	24137	KIF4A	chrXq13.1	1	0	1	0	0	0	0	0	0	0	1	kinesin family member 4A
210000_s_at	8651	SOCS1	chr16p13.13	1	0	1	0	0	0	0	0	0	0	1	suppressor of cytokine signaling 1
1554364_at	5527	PPP2R5C	chr14q32	1	0	1	0	0	0	0	0	0	0	1	protein phosphatase 2, regulatory subunit B', gamma isoform
203103_s_at	27339	PRPF19	chr11q12.2	1	0	1	0	0	0	0	0	0	0	1	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)
201088_at	3838   728860	KPNA2 /// LOC728860	chr17q24.2	1	0	1	0	0	0	0	0	0	0	1	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like
218227_at	10101	NUBP2	chr16p13.3	1	0	1	0	0	0	0	0	0	0	1	nucleotide binding protein 2 (MinD homolog, E. coli)
203265_s_at	6416	MAP2K4	chr17p11.2	1	0	1	0	0	0	0	0	0	0	1	mitogen-activated protein kinase kinase 4
203775_at	10165	SLC25A13	chr7q21.3	1	0	1	0	0	0	0	0	0	0	1	solute carrier family 25, member 13 (citrin)
221575_at	51540	SCLY	chr2q37.3	1	0	1	0	0	0	0	0	0	0	1	selenocysteine lyase
204767_s_at	2237	FEN1	chr11q12	1	0	1	0	0	0	0	0	0	0	1	flap structure-specific endonuclease 1
48808_at	1719	DHFR	chr5q11.2-q13.2	1	0	1	0	0	0	0	0	0	0	1	dihydrofolate reductase
205324_s_at	24140	FTSJ1	chrXp11.23	1	0	1	0	0	0	0	0	0	0	1	FtsJ homolog 1 (E. coli)
202329_at	1445	CSK	chr15q23-q25	1	0	1	0	0	0	0	0	0	0	1	c-src tyrosine kinase
203950_s_at	1185	CLCN6	chr1p36	1	0	1	0	0	0	0	0	0	0	1	chloride channel 6
211152_s_at	27429	HTRA2	chr2p12	1	0	1	0	0	0	0	0	0	0	1	HtrA serine peptidase 2
221366_at	4825	NKX6-1	chr4q21.2-q22	1	0	1	0	0	0	0	0	0	0	1	NK6 homeobox 1
203040_s_at	3145	HMBS	chr11q23.3	1	0	1	0	0	0	0	0	0	0	1	hydroxymethylbilane synthase
208668_x_at	3151	HMGN2	chr1p36.1	1	0	1	0	0	0	0	0	0	0	1	high-mobility group nucleosomal binding domain 2
209102_s_at	26959	HBP1	chr7q22-q31	1	0	1	0	0	0	0	0	0	0	1	HMG-box transcription factor 1
223679_at	1499	CTNNB1	chr3p21	1	0	1	0	0	0	0	0	0	0	1	catenin (cadherin-associated protein), beta 1, 88kDa
205089_at	7553	ZNF7	chr8q24	1	0	1	0	0	0	0	0	0	0	1	zinc finger protein 7
